0.09,4.14807437046,3.97431305788,0.875144225991,0.072312143588,0.875144225991,0.0,0.0
0.1,4.15747611022,3.97090678604,0.874227389976,0.0795376323296,0.874227389976,0.0,0.0
0.11,4.16680450108,3.96730447918,0.87327311392,0.0866898401484,0.87327311392,0.0,0.0
0.12,4.17605603194,3.96350911878,0.872282551313,0.0937690896124,0.872282551313,0.0,0.0
0.13,4.18522730554,3.95952371808,0.871256827578,0.100775710768,0.871256827578,0.0,0.0
0.14,4.19431503677,3.95535131889,0.870412683596,0.108480521936,0.870412683596,0.0,0.0
0.15,4.20331605104,3.95099498862,0.869532395226,0.116099843552,0.869532395226,0.0,0.0
0.16,4.21222728255,3.94645781737,0.868617022763,0.123634169069,0.868617022763,0.0,0.0
0.17,4.22104577264,3.94174291511,0.867667600952,0.131083997606,0.867667600952,0.0,0.0
0.18,4.2289007292,3.93735015401,0.866994196916,0.13844983364,0.866994196916,0.0,0.0
0.19,4.23753526698,3.93230624431,0.865981264698,0.145735277272,0.865981264698,0.0,0.0
0.2,4.24606907365,3.92709370955,0.864937144918,0.152937737147,0.864937144918,0.0,0.0
0.21,4.25449959163,3.92171571263,0.863862778239,0.160057731224,0.863862778239,0.0,0.0
0.22,4.2628243619,3.91617542413,0.862759082623,0.167095781694,0.862759082623,0.0,0.0
0.23,4.27104102222,3.9104760202,0.861626953898,0.174052414704,0.861626953898,0.0,0.0
0.24,4.27914730535,3.90462068038,0.860467266323,0.180928160096,0.860467266323,0.0,0.0
0.25,4.28714103728,3.89861258563,0.859082421356,0.187044012052,0.859082421356,0.0,0.0
0.26,4.2950200782,3.89245496199,0.857871714883,0.193764396145,0.857871714883,0.0,0.0
0.27,4.30278248903,3.88615094658,0.856635950266,0.200405469332,0.856635950266,0.0,0.0
0.28,4.31042636478,3.87970371361,0.855375921094,0.206967774141,0.855375921094,0.0,0.0
0.29,4.31794988665,3.87311643151,0.854092402085,0.213451855611,0.854092402085,0.0,0.0
0.3,4.32535132021,3.86639226128,0.852786149598,0.219858261076,0.852786149598,0.0,0.0
0.31,4.3326290143,3.85953435443,0.851457901873,0.226187539961,0.851457901873,0.0,0.0
0.32,4.33978139921,3.85254585146,0.850108379525,0.23244024358,0.850108379525,0.0,0.0
0.33,4.34680698316,3.84542988225,0.848738286851,0.238616924939,0.848738286851,0.0,0.0
