1.0,-2.35619449019
1.0,-2.33951593357
1.0,-2.32304041953
1.0,-2.30676392312
1.0,-2.28889859452
1.0,-2.27126913581
1.0,-2.25387048341
1.0,-2.23669773809
1.0,-2.22143916778
1.0,-2.20635620383
1.0,-2.19144559659
1.0,-2.1767041891
1.0,-2.16212891387
1.0,-2.14771678977
1.0,-2.13188319191
1.0,-2.11624378524
1.0,-2.10079482323
1.0,-2.08553267313
1.0,-2.07045381166
1.0,-2.05555482091
1.0,-2.04083238435
1.0,-2.02628328308
1.0,-2.01190439215
1.0,-1.99769267714
1.0,-1.98364519078
1.0,-1.97114674995
1.0,-1.9574033986
1.0,-1.94381619412
1.0,-1.93038249982
1.0,-1.91709975179
1.0,-1.90396545626
1.0,-1.89097718711
1.0,-1.87813258353
1.0,-1.86542930317
1.0,-1.85286515062
1.0,-1.84043794751
1.0,-1.8281455721
1.0,-1.81598595746
1.0,-1.80395709005
1.0,-1.79205700794
1.0,-1.78028379759
1.0,-1.76863559321
1.0,-1.75711057526
1.0,-1.74570696892
1.0,-1.73442304261
1.0,-1.72325710664
1.0,-1.71220751186
1.0,-1.70127264836
1.0,-1.69045094426
1.0,-1.67974086452
1.0,-1.6702007786
1.0,-1.65969863228
1.0,-1.64930385731
1.0,-1.63901505181
1.0,-1.62883084555
1.0,-1.61874989901
1.0,-1.60877090248
1.0,-1.59889257521
1.0,-1.58911366454
1.0,-1.57943294511
1.0,-1.56984921806
1.0,-1.56036131033
1.0,-1.5509680739
1.0,-1.54166838509
1.0,-1.53246114394
1.0,-1.52334527351
1.0,-1.51431971929
1.0,-1.50538344859
1.0,-1.49653544998
1.0,-1.48777473272
1.0,-1.47910032622
1.0,-1.47051127952
1.0,-1.46200666082
1.0,-1.45358555696
1.0,-1.445247073
1.0,-1.43699033172
1.0,-1.42881447323
1.0,-1.42071865453
1.0,-1.41270204913
1.0,-1.40476384664
1.0,-1.39690325238
1.0,-1.38911948709
1.0,-1.38141178648
1.0,-1.37377940097
1.0,-1.36622159535
1.0,-1.35873764841
1.0,-1.35132685273
1.0,-1.34398851429
1.0,-1.33672195227
1.0,-1.32952649873
1.0,-1.32240149833
1.0,-1.31534630814
1.0,-1.30836029732
1.0,-1.30144284694
1.0,-1.29459334971
1.0,-1.28781120978
1.0,-1.28109584252
1.0,-1.27444667433
1.0,-1.26786314239
1.0,-1.26134469454
1.0,-1.25489078904
1.0,-1.2485008944
1.0,-1.24217448922
1.0,-1.23591106202
1.0,-1.22971011109
1.0,-1.2235711443
1.0,-1.21749367899
1.0,-1.21147724181
1.0,-1.20552136858
1.0,-1.19962560415
1.0,-1.19378950229
1.0,-1.18801262557
1.0,-1.18229454521
1.0,-1.176634841
1.0,-1.17103310118
1.0,-1.16548892232
1.0,-1.16000190925
1.0,-1.15457167495
1.0,-1.14919784044
1.0,-1.14388003474
1.0,-1.13861789473
1.0,-1.1334110651
1.0,-1.1282591983
1.0,-1.12316195442
1.0,-1.11811900114
1.0,-1.11313001369
1.0,-1.10819467476
1.0,-1.10331267444
1.0,-1.09848371021
1.0,-1.09370748685
1.0,-1.08898371638
1.0,-1.08431211808
1.0,-1.0796924184
1.0,-1.07512435092
1.0,-1.07060765636
1.0,-1.06614208251
1.0,-1.06172738423
1.0,-1.05736332341
1.0,-1.05304966896
1.0,-1.0487861968
